"date","daten","pack","indiv","sex","agecategory","status","stend","code","exact","lseen","cause","litter"
2014-06-10,41800,"1B","BM643","M","PUP","DEP","START","BORN","N","07/06/2014","","B1403"
2015-02-25,42060,"1H","HF301","F","INF","IND","END","ADIED","N","24/02/2015","APRED","H1404"
2014-06-16,41806,"7A","GF092","F","AD","MULTI","","FPREG","Y","","","G1405"
2014-09-24,41906,"7A","GM140","M","PUP","DEP","START","BORN","Y","","","G1406"
2014-04-04,41733,"1B","1B","","","","","IGI","Y","","2",""
2016-02-26,42426,"1B","BF669","F","AD","MULTI","","BIRTH","Y","","","B1601"
2016-02-05,42405,"1B","BF669","F","AD","MULTI","","FPREG","Y","","","B1601"
2015-04-18,42112,"11","","","","","","SOES","Y","","","ESD1503"
2014-07-25,41845,"2","TM379","M","PUP","DEP","START","BORN","N","23/07/2014","","T1404"
2005-12-13,38699,"11","DF022","F","AD","MULTI","","BIRTH","Y","","","D0506"
2005-12-13,38699,"11","DF024","F","AD","MULTI","","BIRTH","Y","","","D0506"
2003-11-12,37937,"1K","K0304","","","","","BORN","Y","","","K0304"
2003-11-12,37937,"1K","AU","F","AD","MULTI","","BIRTH","Y","","","K0304"
2003-11-12,37937,"1K","AV","F","AD","MULTI","","BIRTH","Y","","","K0304"
2003-11-14,37939,"4B","","","","","","SOES","Y","","","ESF0302"
2003-11-15,37940,"11","DP036","P","PUP","DEP","END","ADIED","N","04/11/2003","","D0303"
2003-11-30,37955,"7A","GM003","M","AD","","START","FSEEN","Y","","",""
2003-11-30,37955,"7A","GM010","M","AD","","START","FSEEN","Y","","",""
2003-11-30,37955,"7A","GM006","M","AD","","START","FSEEN","Y","","",""
2003-12-01,37956,"1H","","","","","","IGI","Y","","12",""
2006-12-22,39073,"11","DF092","F","PUP","DEP","","EMERGE","N","","","D0605"
2006-12-22,39073,"11","DM091","M","PUP","DEP","","EMERGE","N","","","D0605"
2007-03-22,39163,"17","FF091","F","AD","NONB","RESTART","IMM","N","12/03/2007","",""
2003-09-22,37886,"4B","FF071","F","SUB","","","NUMARK","Y","","","F0203"
2015-12-15,42353,"17","HM069","M","AD","","STOP","EM","Y","","NGRP","H0304"
2016-05-30,42520,"19","XF004","F","","MULTI","","BIRTH","Y","","","X1602"
2003-08-23,37856,"4B","FF027","F","AD","EVICTEE","END","LSEEN","N","","EVICTED",""
2003-08-23,37856,"1B","BM165","M","PUP","","END","ADIED","Y","","","B0303"
2000-03-14,36599,"2","W4","F","AD","","STOP","EM","Y","","REMOVE",""
2000-03-14,36599,"2","H2","F","AD","","STOP","EM","Y","","REMOVED",""
2000-03-14,36599,"2","H5","F","AD","","STOP","EM","Y","","REMOVED",""
2000-03-17,36602,"2","H8","F","AD","","STOP","EM","Y","","REMOVED",""
2000-03-14,36599,"2","H9","F","AD","","STOP","EM","Y","","REMOVED",""
2000-03-18,36603,"1H","C8","F","AD","","","SOES","Y","","","ESH0001"
2000-03-19,36604,"1J","H9","F","AD","","END","ADIED","Y","","",""
2000-03-20,36605,"2","","","","","","IGI","Y","","1B",""
2000-03-20,36605,"1B","1B","","","","","IGI","Y","","2",""
2003-05-23,37764,"1B","BM158","M","PUP","DEP","","1STFO","Y","","","B0302"
2003-05-23,37764,"1B","BF159","F","PUP","DEP","","1STFO","Y","","","B0302"
2003-05-23,37764,"1B","BF160","F","PUP","DEP","","1STFO","Y","","","B0302"
2014-09-04,41886,"2","TF322","F","AD","MULTI","","FPREG","Y","","","T1405"
2003-07-07,37809,"1B","BF164","F","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BM165","M","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BM166","M","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BF167","F","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BF168","F","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BM169","M","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BF170","F","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1B","BF171","F","","","START","BORN","Y","","","B0303"
2003-07-07,37809,"1K","","","","","","SOES","Y","","","ESK0302"
2003-07-07,37809,"1B","BF099","F","AD","","","BIRTH","Y","","","B0303"
2003-07-07,37809,"1B","BF100","F","AD","","","BIRTH","Y","","","B0303"
2003-07-07,37809,"1B","BF129","F","SUB","","","BIRTH","Y","","","B0303"
2003-07-07,37809,"1B","BF137","F","SUB","","","BIRTH","Y","","","B0303"
1997-11-30,35764,"2","1P","F","","","","BIRTH","Y","","","T02"
2006-02-03,38751,"15","BM139","M","AD","","","DEPART","Y","","IGI",""
2006-07-20,38918,"1B","BM310","M","PUP","DEP","START","BORN","Y","","","B0604"
2006-07-20,38918,"1B","BM311","M","PUP","DEP","START","BORN","Y","","","B0604"
2014-05-06,41765,"11","DF200","F","AD","MULTI","","FPREG","Y","","","D1402"
2015-04-28,42122,"24","VF139","F","AD","MULTI","","FPREG","Y","","","L1501"
1996-12-27,35426,"1B","6O","F","OES","","","STEV","N","","",""
1995-12-06,35039,"2","2E","M","","","START","BORN","E","","",""
2002-02-07,37294,"1B","BF090","F","PUP","","END","ADIED","Y","","UNK","B0106"
2016-01-20,42389,"1B","BP732","P","PUP","DEP","END","ADIED","N","","APRED","B1505"
2016-05-10,42500,"24","VF140","F","AD","MULTI","","FPREG","Y","","","241602"
2014-10-25,41937,"4B","","","","","","IGI","Y","","11",""
2015-05-12,42136,"2","TF433","F","PUP","DEP","START","BORN","Y","","","T1502"
2015-08-17,42233,"1B","B1503","","","","","EMERGE","Y","","","B1503"
2015-03-18,42081,"1B","B1501","","","","","EMERGE","Y","","","B1501"
2014-09-19,41901,"2","TF284","F","AD","PRIMIP","","ABORT","Y","","SICK","T1405"
2015-01-23,42027,"2","TP414","P","PUP","DEP","END","ADIED","N","","","T1406"
2014-04-14,41743,"7A","G1403","","","","","LOST","Y","","","G1403"
2015-11-11,42319,"1H","HF182","F","AD","MULTI","","FPREG","Y","","","H1505"
2015-10-21,42298,"1H","HF260","F","AD","","","STEV","Y","","HF178, HF182",""
2016-03-25,42454,"7A","","","","","","EOES","Y","","","ESG1601"
2015-04-27,42121,"4B","FF209","F","AD","MULTI","","BIRTH","N","24/04/2015","","F1502"
2003-07-14,37816,"11","","","","","","IGI","Y","","1B",""
2003-07-16,37818,"1K","K0302","","","","","1STMO","Y","","","K0302"
2015-03-13,42076,"7A","GF093","F","AD","MULTI","","BIRTH","Y","","","G1501"
2015-05-22,42146,"1H","HF240","F","AD","MULTI","","FPREG","Y","","","H1502"
2000-02-01,36557,"10","E2","F","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","A8","F","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","E1","F","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","J9","M","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","K0","M","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","K5","F","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","K1","M","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","K2","M","","","END","LSEEN","N","","",""
2000-02-01,36557,"10","K7","M","","","END","LSEEN","N","","",""
2000-05-04,36650,"1B","9C","F","","","","BIRTH","Y","","","B0003"
2007-04-09,39181,"2","TP202","P","PUP","DEP","","1STFO","N","04/04/2007","","T0702"
1998-02-20,35846,"2","22","F","","","","BIRTH","N","18/02/1998","","T03"
2001-10-19,37183,"1H","HP035","P","PUP","","START","BORN","Y","","","H0105"
2001-02-17,36939,"1B","9E","F","AD","","","FPREG","Y","","","B0102"
2001-02-17,36939,"1B","9C","F","AD","","","FPREG","Y","","","B0102"
1998-12-14,36143,"11","Q2","F","","","","BIRTH","N","12/12/1998","TRAP","D01"
1997-01-13,35443,"10","A7","M","","","START","BORN","E","","",""
2004-09-14,38244,"2","TM100","M","AD","","","LEAVE","Y","","",""
2004-09-14,38244,"2","TM104","M","AD","","","LEAVE","Y","","",""
2004-09-14,38244,"2","TM109","M","AD","","","LEAVE","Y","","",""
2004-09-14,38244,"2","TM118","M","AD","","","LEAVE","Y","","",""
2004-09-14,38244,"2","TM119","M","AD","","","LEAVE","Y","","",""
2007-05-23,39225,"2","TF001","F","AD","MULTI","","ABORT","N","17/05/2007","UNK",""
2007-05-24,39226,"17","FF067","F","AD","","","LEAVE","N","23/04/2007","",""
2007-05-24,39226,"17","FF067","F","AD","","","RETURN","Y","","",""
1999-07-18,36359,"1B","L8","M","","","","STEV","Y","","EVICTED",""
2007-03-13,39154,"11","DF086","F","SUB","","","ENDEV","N","","",""
2007-01-04,39086,"1H","HP122","P","PUP","","END","ADIED","N","28/12/2006","","H0605"
2007-01-06,39088,"11","DM094","M","PUP","DEP","END","ADIED","N","03/01/2007","","D0605"
2007-01-06,39088,"11","DF096","F","PUP","DEP","END","ADIED","N","03/01/2007","","D0605"
2003-10-16,37910,"4B","FM076","M","NEO","NEONATE","END","DIED","Y","","ICIDE","F0303"
1999-07-29,36370,"1C","Y6","F","","","END","ADIED","N","24/07/1999","","C08"
1999-07-30,36371,"7","2N","F","","","END","ADIED","N","04/07/1999","",""
1998-03-05,35859,"2","89","M","","","END","ADIED","Y","","",""
1998-03-06,35860,"2","C3","F","","","END","ADIED","Y","","","T01"
1998-03-08,35862,"2","T03","","","","","BORN","N","04/03/1998","","T03"
1998-03-08,35862,"2","8K","F","","","","BIRTH","N","04/03/1998","","T03"
1998-03-11,35865,"2","T03","","","","","LOST","N","10/03/1998","","T03"
1998-03-14,35868,"X","W1","M","","","START","BORN","E","","",""
1998-03-19,35873,"5","5-02","","","","","BORN","N","13/03/1998","","5-02"
1998-03-19,35873,"1B","11","F","AD","","END","ADIED","Y","","",""
1998-03-19,35873,"5","1W","F","","","","BIRTH","N","13/03/1998","","5-02"
1998-03-20,35874,"5","G3","M","","","START","BORN","Y","","","5-02"
1998-03-20,35874,"5","G4","M","","","START","BORN","Y","","","5-02"
1998-12-21,36150,"7","V8","F","","","START","BORN","Y","","","7-07"
1998-03-23,35877,"7","7-04A","","","","","BORN","N","18/03/1998","","7-04"
1998-03-23,35877,"7","2N","F","","","","BIRTH","N","18/03/1998","","7-04"
1998-03-23,35877,"7","7-04A","","","","","LOST","N","18/03/1998","","7-04"
2001-10-17,37181,"1B","9C","F","AD","","","BIRTH","Y","","","B0105"
1999-12-27,36521,"7","UM PUP","P","","","START","BORN","Y","","","7-10"
2006-04-26,38833,"15","V0601","","","","","BORN","Y","","","V0601"
2006-04-26,38833,"15","VF019","F","AD","","","BIRTH","Y","","","V0601"
2005-07-22,38555,"2","T0503","","","","","LOST","N","22/06/2005","","T0503"
2005-07-23,38556,"1B","","","","","","EOES","Y","","","ESB0505"
1995-07-20,34900,"7","2O","M","","","START","BORN","E","","",""
2016-05-06,42496,"1B","BP758","P","PUP","DEP","START","BORN","Y","","","B1602"
2016-02-26,42426,"1B","BP745","P","PUP","DEP","START","BORN","Y","","","B1601"
2000-05-03,36649,"1J","F9","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","L8","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","L9","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","R6","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","S0","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","S5","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","T4","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","V7","M","AD","","END","LSEEN","Y","","",""
2000-05-03,36649,"1J","T3","M","AD","","END","LSEEN","Y","","",""
2000-05-04,36650,"11","X7","F","SUB","","END","ADIED","Y","","PRED",""
2000-05-04,36650,"1B","BM008","M","PUP","","START","BORN","Y","","","B0003"
2000-05-04,36650,"1B","BF004","F","PUP","","START","BORN","Y","","","B0003"
2007-04-12,39184,"1B","TM180","M","AD","","","DEPART","N","","",""
2007-04-12,39184,"1B","TM111","M","AD","","","DEPART","N","","",""
2007-04-12,39184,"2","TM111","M","AD","","","LEAVE","N","","",""
1999-04-20,36270,"1C","Y8","M","","","START","BORN","Y","","","C07"
1999-04-20,36270,"1C","Y9","F","","","START","BORN","Y","","","C07"
2002-01-25,37281,"2","TF054","F","PUP","","END","ADIED","N","17/01/2002","","T0106"
2002-01-25,37281,"2","TF057","F","PUP","","END","ADIED","N","17/01/2002","","T0106"
2002-01-28,37284,"1B","BM087","M","PUP","","END","ADIED","N","24/01/2002","UNK","B0106"
2001-07-13,37085,"2","T0103","","PUP","","","1STFO","Y","","","T0103"
2016-05-16,42506,"1H","H1602","","","","","BORN","N","14/05/2016","'","H1602"
2010-03-02,40239,"14B","YM031","M","","","RESTART","IMM","N","","",""
1999-12-01,36495,"1B","R4","F","","","","ENDEV","Y","","",""
2016-01-08,42377,"2","TF319","F","AD","","END","ADIED","N","07/01/2016","APRED","T1203"
2016-03-30,42459,"1B","BP749","P","PUP","DEP","END","ADIED","N","22/03/2016","APRED","B1601"
2014-05-23,41782,"17","SF024","F","AD","MULTI","","BIRTH","N","21/05/2014","","S1403"
2014-07-01,41821,"1B","BF473","F","AD","MULTI","","FPREG","Y","","","B1404"
2015-11-06,42314,"1B","BF671","F","AD","MULTI","","FPREG","Y","","","B1505"
2015-05-15,42139,"4B","FF208","F","AD","MULTI","","FPREG","Y","","","F1503"
2016-03-02,42431,"1H","H1601","","","","","BORN","Y","","","H1601"
2016-01-01,42370,"1B","","","","","","EOES","Y","","","ES1505"
2016-03-09,42438,"7A","GM080","M","AD","","STOP","EM","Y","","EVICTION","G1002"
2000-05-10,36656,"1B","1B","","","","","IGI","Y","","2",""
2000-05-10,36656,"2","","","","","","IGI","Y","","1B",""
2005-02-17,38400,"1N","BF186","F","AD","","","RETURN","Y","","",""
2005-02-18,38401,"1N","BF129","F","AD","","","RETURN","Y","","",""
2005-02-18,38401,"2","TP152","P","PUP","","END","DIED","Y","","KILLED","T0501"
2003-12-10,37965,"1K","K0304","","PUP","","","EMERGE","N","06/12/2003","","K0304"
2003-12-10,37965,"1K","KM018","M","PUP","","","EMERGE","N","06/12/2003","","K0304"
2003-06-29,37801,"1K","KF007","F","AD","MULTI","","BIRTH","Y","","","K0302"
2003-06-30,37802,"1H","H0303","","","","","LOST","Y","","","H0303"
2003-07-01,37803,"12","HF010","F","AD","","END","ADIED","N","24/05/2003","",""
2003-07-02,37804,"1B","","","","","","IGI","Y","","2",""
2003-07-23,37825,"4B","F0302A","","","","","BORN","Y","","","F0302"
2003-07-23,37825,"4B","i7","F","AD","MULTI","","BIRTH","Y","","","F0302"
2003-07-23,37825,"1B","BM130","M","SUB","","END","DIED","Y","","UNK",""
2003-07-23,37825,"1C","CF038","F","","","","BIRTH","Y","","","C0302"
2003-08-09,37842,"1B","","","","","","EOES","Y","","","ESB0302"
2003-08-09,37842,"1K","KM013","M","","","END","ADIED","Y","","","K0302"
2003-08-11,37844,"1B","BP178","P","PUP","","END","ADIED","Y","","LEFT","B0303"
2003-08-11,37844,"1B","BP179","P","PUP","","END","ADIED","Y","","LEFT","B0303"
2010-03-20,40257,"1H","HF120","F","AD","MULTI","","FPREG","Y","","","H1002"
1998-12-14,36143,"11","Q3","F","","","","BIRTH","N","12/12/1998","TRAP","D01"
1998-12-14,36143,"11","Q5","F","","","","BIRTH","N","12/12/1998","TRAP","D01"
1998-12-14,36143,"11","D01","","","","","LOST","N","12/12/1998","TRAP","D01"
1998-12-18,36147,"9","U4","M","","","START","BORN","E","","",""
1998-12-20,36149,"4B","F02A","","","","","BORN","Y","","","F02"
1998-12-20,36149,"4B","F02A","","","","","LOST","Y","","","F02"
1998-12-20,36149,"4B","i8","F","","","","ABORT","N","","TRAP","F02"
1998-12-21,36150,"4B","i6","F","","","","BIRTH","Y","","","F02"
1998-12-23,36152,"1C","C05","","","","","BORN","N","10/11/1998","","C05"
1998-12-23,36152,"1C","50","F","","","","BIRTH","N","10/11/1998","","C05"
1998-12-23,36152,"1C","69","F","","","","BIRTH","N","10/11/1998","","C05"
1996-12-27,35426,"1B","5U","F","OES","","","STEV","Y","","",""
2003-07-14,37816,"11","","","","","","IGI","Y","","1B",""
2003-07-14,37816,"12","V0303","","","","","BORN","N","","","V0303"
2014-06-19,41809,"19","XF011","F","SUB","","END","ADIED","N","09/06/2014","UNK",""
2006-01-16,38733,"1B","BM286","M","PUP","","START","BORN","N","12/01/2006","","B0601"
1998-07-08,35984,"1B","M3","F","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","M4","F","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","M5","M","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","M6","M","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","N8","M","","","START","BORN","Y","","","B04"
1998-07-10,35986,"7","UM PUP","P","","","END","ADIED","Y","","","7-05"
1998-07-10,35986,"7","UM PUP","P","","","END","ADIED","Y","","","7-05"
1998-07-10,35986,"7","UM PUP","P","","","END","ADIED","Y","","","7-05"
1998-07-10,35986,"2","1P","F","","","","BIRTH","Y","","","T05"
1998-07-10,35986,"2","59","F","","","","BIRTH","Y","","","T05"
1998-07-11,35987,"2","UM PUP","P","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","M9","M","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","N0","F","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","N1","M","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","N2","M","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","N3","M","","","START","BORN","Y","","","T05"
1998-07-11,35987,"2","N4","F","","","START","BORN","Y","","","T05"
1996-06-01,35217,"1B","3O","M","","","START","BORN","Y","","","B9603"
2015-09-08,42255,"1H","HF261","F","AD","MULTI","","FPREG","Y","","","H1504"
2014-11-21,41964,"2","TM279","M","AD","","END","ADIED","N","15/11/2014","SICK","T1002"
2014-08-20,41871,"1B","BP650","P","PUP","DEP","END","ADIED","N","14/08/2014","APRED","B1404"
2000-10-29,36828,"1B","BF025","F","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BF026","F","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BM027","M","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BM028","M","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BM029","M","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BM030","M","PUP","","START","BORN","Y","","","B0005"
2000-10-29,36828,"1B","BF031","F","PUP","","START","BORN","Y","","","B0005"
2000-10-30,36829,"2","87","F","AD","","","FPREG","Y","","","T0008"
2000-10-30,36829,"2","9J","F","AD","","","FPREG","Y","","","T0008"
2000-10-30,36829,"2","9U","F","AD","","","FPREG","Y","","","T0008"
2000-10-30,36829,"2","D6","F","AD","","","FPREG","Y","","","T0008"
2000-11-01,36831,"1B","","","","","","SOES","Y","","","ESB0004"
2000-11-02,36832,"2","TM013","M","PUP","","END","ADIED","N","30/10/2000","UNK","T0007"
2004-10-02,38262,"7A","GF007","F","","","","BIRTH","N","30/09/2004","","G0403"
2004-10-02,38262,"7A","GF009","F","","","","BIRTH","N","30/09/2004","","G0403"
2004-10-04,38264,"1N","","","","","","IGI","Y","","2",""
2000-03-14,36599,"1J","W4","F","AD","FOUNDER","RESTART","IMM","Y","","2",""
2000-03-14,36599,"1J","H5","F","AD","FOUNDER","RESTART","IMM","Y","","2",""
2000-03-14,36599,"1J","H2","F","AD","FOUNDER","RESTART","IMM","Y","","2",""
1999-06-19,36330,"1C","C08A","","","","","LOST","Y","","","C08"
2006-07-20,38918,"11","DP083","P","PUP","DEP","","EMERGE","Y","","","D0603"
2006-07-20,38918,"11","DM084","M","PUP","DEP","","EMERGE","Y","","","D0603"
2005-12-04,38690,"7A","GF009","F","","MULTI","","BIRTH","N","","G0504A","G0504"
2008-05-07,39575,"1B","BF363","F","SUB","NONB","","ENDEV","Y","","",""
2008-06-16,39615,"1B","B0803","","","","","1STFO","Y","","","B0803"
2009-04-06,39909,"4B","FF145","F","AD","PRIMIP","","BIRTH","N","04/04/2009","","F0902"
2008-08-26,39686,"2","2","","","","","IGI","Y","","1B",""
2008-08-26,39686,"2","TM228","M","PUP","KILLED","END","DIED","Y","","KILLED","T0803"
2008-08-26,39686,"2","TF229","F","PUP","KILLED","END","DIED","Y","","KILLED","T0803"
2008-08-28,39688,"2","NF010","F","AD","","END","DIED","N","19/08/2008","UNK",""
2004-08-18,38217,"1N","TM119","M","AD","","","APPROACH","Y","","2",""
2004-08-18,38217,"2","T0403","","","","","BORN","Y","","","T0403"
2003-10-30,37924,"4B","FF070","F","SUB","EVICTEE","END","LSEEN","Y","","EVICTED",""
2003-10-30,37924,"4B","FF071","F","SUB","EVICTEE","STOP","EM","Y","","EVICTED",""
2007-02-12,39125,"1B","1B","","","","","IGI","Y","","15",""
2007-02-12,39125,"15","VF053","F","PUP","DEP","END","ADIED","Y","","","V0604"
2007-02-12,39125,"11","DF017","F","AD","MULTI","","ABORT","Y","","",""
2007-11-09,39395,"1B","BF364","F","PUP","DEP","","1STMO","Y","","","B0707"
2006-05-08,38845,"1B","1B","","","","","IGI","Y","","2",""
2006-10-24,39014,"2","2","","","","","IGI","Y","","1B",""
2006-10-24,39014,"1B","1B","","","","","IGI","Y","","2",""
2006-10-25,39015,"7A","GP038","P","PUP","DEP","","EMERGE","Y","","HUNTED BY GENET","G0604"
2006-10-30,39020,"4B","F0604","","PUP","DEP","","1STFO","Y","","","F0604"
2006-10-30,39020,"4B","FM132","M","PUP","DEP","","1STFO","Y","","","F0604"
2006-10-30,39020,"4B","FF133","F","PUP","DEP","","1STFO","Y","","","F0604"
2009-06-03,39967,"11C","DM155","M","PUP","DEP","RESTART","IMM","","","11","D0903"
2009-06-03,39967,"11C","DF156","F","PUP","DEP","RESTART","IMM","","","11","D0903"
2006-01-27,38744,"1N","NP019","P","","","","EMERGE","Y","","","N0601"
2008-12-18,39800,"1B","B0806","","","","","1STFO","Y","","","B0806"
2008-12-19,39801,"1B","BM359","M","AD","","END","DIED","N","18/12/2008","SICK","B0707"
