"date","daten","pack","indiv","sex","agecategory","status","stend","code","exact","lseen","cause","litter"
2008-09-15,39706,"17","S0804","","","","","BORN","Y","","","S0804"
2009-01-20,39833,"1B","BM311","M","AD","","","STEV","Y","","","B0604"
2009-01-20,39833,"1B","BM216","M","AD","","","STEV","Y","","","B0402"
2009-01-20,39833,"1B","BM285","M","AD","","","STEV","Y","","","B0601"
2009-01-20,39833,"1B","BM310","M","AD","","","ENDEV","Y","","","B0604"
2010-09-13,40434,"11","DM124","M","AD","","END","ADIED","N","09/09/2010","APRED","D0801"
2009-06-06,39970,"15","VM054","M","AD","","END","ADIED","N","04/06/2009","","V0604"
2011-04-14,40647,"1B","BF454","F","AD","MULTI","","FPREG","Y","","","B1102"
2011-04-14,40647,"1B","BF473","F","AD","MULTI","","FPREG","Y","","","B1102"
2011-04-14,40647,"1B","BF483","F","AD","PRIMIP","","FPREG","Y","","","B1102"
2011-04-14,40647,"1B","BF484","F","AD","MULTI","","FPREG","Y","","","B1102"
2011-04-14,40647,"1B","BF487","F","AD","MULTI","","FPREG","Y","","","B1102"
2011-10-11,40827,"1B","BP541","P","PUP","DEP","START","BORN","N","08/10/2011","","B1104"
2011-10-11,40827,"1B","BM542","M","PUP","DEP","START","BORN","N","08/10/2011","","B1104"
2011-06-06,40700,"11","DF173","F","AD","","END","ADIED","N","04/06/2011","UNK","D1002"
2011-05-31,40694,"11","DF139","F","AD","MULTI","","FPREG","Y","","","D1105"
2011-06-27,40721,"11","DF139","F","AD","MULTI","","BIRTH","N","23/06/2011","","D1105"
2011-06-27,40721,"11","D1105","","","","","BORN","N","23/06/2011","","D1105"
2011-03-16,40618,"17","","","","","","SOES","N","11/03/2011","","ES1101"
2011-03-28,40630,"17","","","","","","EOES","N","17/03/2011","","ES1101"
2010-02-22,40231,"11","DF103","F","AD","","END","LSEEN","Y","","EVICTED","D0701"
2010-02-22,40231,"11","DF105","F","AD","","END","LSEEN","Y","","EVICTED","D0701"
2010-02-22,40231,"11","DF125","F","AD","","END","LSEEN","Y","","EVICTED","D0801"
2011-01-03,40546,"11","DF136","F","AD","","END","ADIED","N","31/12/2010","APRED","D0803"
2011-04-19,40652,"4B","","","","","","SOES","Y","","","ESF1101"
2010-03-03,40240,"2","TF195","F","AD","","END","DIED","N","23/02/2010","",""
2010-04-10,40278,"2","TF273","F","PUP","DEP","END","ADIED","N","08/04/2010","","T1001"
2016-08-13,42595,"1H","HP337","P","PUP","DEP","END","ADIED","N","08/08/2016","","H1603"
2016-08-22,42604,"1H","H1603","","","","","1STFO","Y","","","H1603"
2016-08-21,42603,"2","TM427","M","AD","","END","DIED","Y","","CAR","T1501"
2016-08-21,42603,"2","TF322","F","AD","","END","ADIED","Y","","CAR","T1203"
2009-09-04,40060,"11","11","","","","","IGI","Y","","4B",""
2009-09-04,40060,"4B","4B","","","","","IGI","Y","","11",""
2016-07-23,42574,"1H","HP336","P","PUP","DEP","START","BORN","Y","","","H1603"
2016-07-23,42574,"1H","HP337","P","PUP","DEP","START","BORN","Y","","","H1603"
2016-07-23,42574,"1H","HF338","F","PUP","DEP","START","BORN","Y","","","H1603"
2016-07-23,42574,"1H","HM339","M","PUP","DEP","START","BORN","Y","","","H1603"
2016-10-13,42656,"1B","BP785","P","PUP","DEP","END","ADIED","N","11/10/2016","APRED","B1604"
2016-10-13,42656,"1B","BP786","P","PUP","DEP","END","ADIED","N","11/10/2016","APRED","B1604"
2016-10-13,42656,"1B","BP787","P","PUP","DEP","END","ADIED","N","11/10/2016","APRED","B1604"
2016-10-14,42657,"1B","BM782","M","PUP","DEP","END","ADIED","N","13/10/2016","APRED","B1604"
2016-10-14,42657,"1B","BM783","M","PUP","DEP","END","ADIED","N","13/10/2016","APRED","B1604"
2016-10-14,42657,"1B","BM784","M","PUP","DEP","END","ADIED","N","13/10/2016","APRED","B1604"
2016-10-19,42662,"1B","BM666","M","AD","","","LEAVE","Y","","",""
2000-10-26,36825,"1H","HF007","F","PUP","","START","BORN","Y","","","H0003"
2001-08-05,37108,"1B","BM064","M","PUP","","START","BORN","Y","","","B0104"
2001-08-05,37108,"1B","BF065","F","PUP","","START","BORN","Y","","","B0104"
2001-08-05,37108,"1B","BM066","M","PUP","","START","BORN","Y","","","B0104"
2010-03-24,40261,"2","TM269","M","PUP","DEP","END","ADIED","N","22/03/2010","APRED","T1001"
2010-03-16,40253,"2","TF245","F","AD","MULTI","","FPREG","Y","","","T1002"
2010-03-16,40253,"2","TF265","F","SUB","PRIMIP","","FPREG","Y","","","T1002"
2010-03-16,40253,"2","TF264","F","SUB","PRIMIP","","FPREG","Y","","","T1002"
2010-03-16,40253,"2","TF235","F","AD","MULTI","","FPREG","Y","","","T1002"
2010-03-16,40253,"2","TF249","F","AD","PRIMIP","","FPREG","Y","","","T1002"
2011-05-13,40676,"1B","BF521","F","PUP","DEP","START","BORN","N","09/05/2011","","B1102"
2011-05-13,40676,"1B","BF522","F","PUP","DEP","START","BORN","N","09/05/2011","","B1102"
2012-05-29,41058,"2","TF292","F","AD","MULTI","","FPREG","Y","","","T1203"
2012-06-11,41071,"1B","BF439","F","AD","MULTI","","FPREG","Y","","","B1203"
2012-06-11,41071,"1B","BF473","F","AD","MULTI","","FPREG","Y","","","B1203"
2012-06-11,41071,"1B","BF484","F","AD","MULTI","","FPREG","Y","","","B1203"
2012-06-11,41071,"1B","BF523","F","AD","MULTI","","FPREG","Y","","","B1203"
2005-01-03,38355,"1K","AU","F","AD","MULTI","","BIRTH","N","01/01/2005","","K0501"
2007-04-30,39202,"15","VF059","F","","","START","BORN","N","28/04/2007","","V0701"
2007-04-30,39202,"15","VF060","F","","","START","BORN","N","28/04/2007","","V0701"
2005-10-15,38640,"1B","BM207","M","AD","","END","ADIED","Y","","",""
2005-10-15,38640,"4B","FF058","F","AD","MULTI","","BIRTH","N","13/10/2005","","F0503"
2005-10-16,38641,"1H","HM097","M","INF","","END","ADIED","Y","","","H0502"
2005-10-16,38641,"1K","KM018","M","AD","","","LEAVE","Y","","",""
2005-10-16,38641,"1K","KM026","M","AD","","","LEAVE","Y","","",""
2000-06-24,36701,"1H","M2","F","AD","","","ABORT","N","16/06/2000","UNK","H0002"
2000-06-24,36701,"4B","i4","F","AD","","","BIRTH","Y","","","F0004"
2000-06-24,36701,"4B","FM010","M","","","START","BORN","Y","","","F0004"
2000-06-24,36701,"4B","FM011","M","PUP","","START","BORN","Y","","","F0004"
2000-10-07,36806,"1C","Y9","F","AD","","","BIRTH","Y","","","C0004"
2000-10-09,36808,"1I","T5","F","AD","","END","LSEEN","Y","","",""
2000-10-09,36808,"1I","R4","F","AD","","END","LSEEN","Y","","",""
2000-10-09,36808,"1I","S3","F","AD","","END","LSEEN","Y","","",""
2003-08-11,37844,"11","DF025","F","INF","","END","ADIED","N","09/08/2003","","D0301"
2003-08-12,37845,"1K","KF010","F","INF","","END","ADIED","Y","","SICK","K0301"
2003-08-14,37847,"12","VF003","F","PUP","DEP","END","DIED","Y","","KILLED","V0303"
2003-08-14,37847,"12","VM002","M","AD","","END","DIED","Y","","KILLED",""
2003-08-14,37847,"1B","","","","","","IGI","Y","","12",""
2003-08-14,37847,"12","","","","","","IGI","Y","","1B",""
2003-07-14,37816,"12","VP014","P","","","START","BORN","N","","","V0303"
2003-07-14,37816,"12","VP015","P","","","START","BORN","N","","","V0303"
2003-08-15,37848,"1B","BF176","F","PUP","","END","ADIED","Y","","","B0303"
2003-09-27,37891,"1C","C0303a","","","","","LOST","Y","","","C0303"
2003-09-30,37894,"1H","HF031","F","AD","PREG","","STEV","N","25/09/2003","",""
2003-09-30,37894,"1H","HF033","F","AD","PREG","","STEV","N","25/09/2003","",""
2003-09-30,37894,"1H","HF039","F","AD","PREG","","STEV","N","25/09/2003","",""
2003-10-01,37895,"1K","","","","","","IGI","Y","","1C",""
2003-10-01,37895,"1C","","","","","","IGI","Y","","1K",""
2010-03-10,40247,"1H","HM098","M","AD","","END","DIED","Y","","PREDATED",""
2010-03-20,40257,"1H","HF118","F","AD","MULTI","","FPREG","Y","","","H1002"
2005-08-27,38591,"1K","K0504","","PUP","","","LOST","N","24/08/2005","","K0504"
2005-08-27,38591,"1N","TM103","M","AD","","","DEPART","Y","","1N OES",""
2005-08-27,38591,"1N","BF135","F","AD","","END","DIED","Y","","KILLED",""
2007-01-23,39105,"11","DF024","F","AD","NONB","","STEV","Y","","DF006, DF017, DF022",""
2007-01-23,39105,"11","DF026","F","AD","NONB","","STEV","Y","","DF006, DF017, DF022",""
2007-01-23,39105,"11","DF033","F","AD","PREG","","STEV","Y","","DF006, DF017, DF022",""
2007-01-23,39105,"11","DF056","F","AD","NONB","","STEV","Y","","DF086, DF006, DF017",""
2007-01-23,39105,"11","DF045","F","AD","NONB","","STEV","Y","","DF051",""
2007-01-23,39105,"11","DF051","F","AD","NONB","","STEV","Y","","DF045",""
2012-12-03,41246,"4B","FF196","F","AD","PRIMIP","","BIRTH","Y","","","F1205"
2012-12-01,41244,"4B","F1205","","","","","BORN","Y","","","F1205"
2012-11-14,41227,"17","","","","","","SOES","N","10/11/2012","","ESS1205"
2012-11-20,41233,"17","","","","","","EOES","N","18/11/2012","","ESS1205"
2006-05-17,38854,"1H","HP121","P","PUP","","START","BORN","Y","","","H0602"
2006-05-19,38856,"11","DP079","P","PUP","","","1STFO","Y","","","D0602"
2004-08-04,38203,"1B","BF137","F","AD","EVICTEE","STOP","EM","N","","EVICTED",""
2004-08-04,38203,"1B","BF186","F","AD","EVICTEE","STOP","EM","N","","EVICTED",""
2004-09-21,38251,"1N","UM SUB","P","AD","","","DEPART","Y","","2",""
2004-09-21,38251,"2","TM100","M","AD","","","RETURN","Y","","1N",""
2004-09-21,38251,"2","TM109","M","AD","","","RETURN","Y","","1N",""
2004-09-21,38251,"2","TM119","M","AD","","","RETURN","Y","","1N",""
2010-03-18,40255,"1B","1B","","","","","IGI","Y","","2",""
2008-03-10,39517,"1B","BF374","F","PUP","DEP","END","ADIED","N","07/03/2008","","B0801"
2008-03-11,39518,"11","","","","","","SOES","Y","","","ESD0801"
2010-05-26,40324,"4B","FF152","F","AD","MULTI","","FPREG","Y","","","F1003"
2010-06-21,40350,"4B","FF133","F","AD","MULTI","","BIRTH","Y","","","F1003"
2010-06-21,40350,"4B","FF137","F","AD","MULTI","","BIRTH","Y","","","F1003"
2010-06-21,40350,"4B","FF144","F","AD","MULTI","","BIRTH","Y","","","F1003"
2010-06-21,40350,"4B","FF145","F","AD","MULTI","","BIRTH","Y","","","F1003"
2010-06-16,40345,"15","V1003","","","","","BORN","N","04/06/2010","","V1003"
2010-06-16,40345,"15","VP117","P","PUP","DEP","START","BORN","N","04/06/2010","","V1003"
2009-08-25,40050,"1B","BM316","M","AD","","","STEV","Y","","",""
2009-08-25,40050,"1B","BM285","M","AD","","","STEV","Y","","",""
2005-07-11,38544,"11","BC","M","AD","","","LEAVE","Y","","1N",""
2005-07-20,38553,"1B","","","","","","IGI","Y","","2",""
2005-07-20,38553,"2","","","","","","IGI","Y","","1B",""
2005-07-20,38553,"1N","","","","","","IGI","Y","","2",""
2005-07-20,38553,"2","","","","","","IGI","Y","","1N",""
2006-12-22,39073,"11","DM097","M","PUP","DEP","","EMERGE","N","","","D0605"
2012-11-15,41228,"1H","HP255","P","PUP","DEP","END","ADIED","N","13/11/2012","APRED","H1204"
2012-11-15,41228,"1H","HF249","F","SUB","","END","ADIED","N","13/11/2012","","H1203"
2012-11-19,41232,"1H","1H","","","","","IGI","Y","","4E",""
2008-01-07,39454,"11","DM121","M","PUP","DEP","","EMERGE","Y","","","D0703"
2008-01-07,39454,"11","DM122","M","PUP","DEP","","EMERGE","Y","","","D0703"
2008-01-07,39454,"11","D0703","","","","","EMERGE","Y","","","D0703"
2008-01-08,39455,"17","FF069","F","AD","MULTI","","BIRTH","Y","","","S0801"
2008-01-08,39455,"17","S0801","","","","","BORN","Y","","","S0801"
2007-07-14,39277,"1B","BF317","F","AD","PRIMIP","END","DIED","Y","","CAR","B0606"
2007-07-17,39280,"4B","FP143","P","PUP","DEP","START","BORN","Y","","","F0702"
2007-08-16,39310,"15","","","","","","EOES","N","13/08/2007","","ESV0704"
2007-08-18,39312,"4B","F0703","","","","","LOST","Y","","","F0703"
2007-08-18,39312,"7A","GM039","M","PUP","","END","ADIED","N","10/08/2007","","G0703"
2007-08-18,39312,"7A","GM041","M","PUP","","END","ADIED","N","10/08/2007","","G0703"
2007-08-18,39312,"7A","GF018","F","AD","","END","DIED","N","10/08/2007","SICK",""
2007-08-18,39312,"4B","FF066","F","AD","MULTI","","BIRTH","Y","","","F0703"
2011-11-24,40871,"11","D1107","","","","","1STFO","Y","","","D1107"
2011-10-22,40838,"11","DF190","F","PUP","DEP","START","BORN","Y","","","D1107"
2005-04-02,38444,"2","","","","","","IGI","Y","","1N",""
2005-04-03,38445,"1N","NF003","F","","","START","BORN","Y","","","N0502"
2005-04-03,38445,"1N","NM004","M","","","START","BORN","Y","","","N0502"
2005-04-03,38445,"1N","NF005","F","","","START","BORN","Y","","","N0502"
2016-12-30,42734,"27","27M015","M","AD","","START","FSEEN","Y","","",""
2009-09-25,40081,"1B","BM458","M","PUP","DEP","END","DIED","N","23/09/2009","ICIDE","B0904"
2009-09-18,40074,"1B","B0904","","","","","EMERGE","Y","","","B0904"
2009-09-22,40078,"1B","B0904","","","","","1STFO","Y","","","B0904"
2009-09-19,40075,"1B","","","","","","EOES","Y","","","ESB0908"
2009-10-12,40098,"1B","BF214","F","AD","MULTI","","FPREG","Y","","","B0905"
2009-10-13,40099,"1B","BF025","F","AD","MULTI","","FPREG","Y","","","B0905"
2004-12-18,38339,"2","","","","","","IGI","Y","","1B",""
2004-12-27,38348,"2","TF142","F","PUP","","END","ADIED","N","24/12/2004","","T0404"
2004-12-28,38349,"FLOAT","H8","F","AD","","END","LSEEN","N","","",""
2004-12-28,38349,"4B","H8","F","AD","","","APPROACH","N","","",""
2004-12-28,38349,"4B","H8","F","AD","","","DEPART","N","","",""
2009-04-21,39924,"4B","FF108","F","AD","","","ENDEV","Y","","",""
2009-04-21,39924,"4B","FF127","F","AD","","","ENDEV","Y","","",""
2009-04-21,39924,"4B","FF138","F","AD","","","ENDEV","Y","","",""
2009-04-21,39924,"4B","FF144","F","AD","","","ENDEV","Y","","",""
2009-04-10,39913,"7A","GF023","F","AD","MULTI","","FPREG","Y","","","G0902"
2009-11-09,40126,"1B","BM459","M","PUP","DEP","START","BORN","Y","","","B0905"
2007-05-02,39204,"2","TP205","P","PUP","DEP","END","ADIED","N","27/04/2007","","T0702"
2007-05-02,39204,"2","TP206","P","PUP","DEP","END","ADIED","N","27/04/2007","","T0702"
2007-05-02,39204,"2","TP207","P","PUP","DEP","END","ADIED","N","27/04/2007","","T0702"
2007-05-02,39204,"2","TP208","P","PUP","DEP","END","ADIED","N","27/04/2007","","T0702"
2007-05-02,39204,"2","TP209","P","PUP","DEP","END","ADIED","N","27/04/2007","","T0702"
2008-04-14,39552,"17","SP004","P","PUP","DEP","","1STFO","N","","","S0802"
2008-04-14,39552,"2","TP225","P","","","END","ADIED","N","04/04/2008","","T0801"
2008-04-14,39552,"2","T0801","","","","","LOST","N","04/04/2008","","T0801"
2008-04-14,39552,"1B","BP386","P","PUP","DEP","END","ADIED","N","12/04/2008","","B0802"
2008-04-14,39552,"1B","BP387","P","PUP","DEP","END","ADIED","N","12/04/2008","","B0802"
2008-04-14,39552,"1B","BP388","P","PUP","DEP","END","ADIED","N","12/04/2008","","B0802"
2008-04-14,39552,"1B","BP389","P","PUP","DEP","END","ADIED","N","12/04/2008","","B0802"
2008-04-14,39552,"1B","BP390","P","PUP","DEP","END","ADIED","N","12/04/2008","","B0802"
2007-08-06,39300,"15","VF068","F","PUP","","","1STFO","Y","","","V0702"
2007-08-06,39300,"15","VM069","M","PUP","","","1STFO","Y","","","V0702"
2011-03-19,40621,"1B","1B","","","","","IGI","Y","","2",""
2011-03-19,40621,"2","2","","","","","IGI","Y","","1B",""
2011-03-21,40623,"1B","","","","","","EOES","N","19/03/2011","","ESB1101"
2013-06-12,41437,"11","DF055","F","AD","MULTI","","ABORT","Y","","","D1302"
2013-06-20,41445,"11","DM211","M","SUB","","END","DIED","Y","","PRED","D1204"
2008-05-01,39569,"1B","BF361","F","INF","OES","","STEV","Y","","",""
2012-04-07,41006,"11","11","","","","","IGI","Y","","17",""
2012-09-13,41165,"2","TM240","M","AD","","","ENDEV","Y","","",""
2012-03-30,40998,"4E","FM173","M","AD","","END","LSEEN","N","27/03/2012","UNK","F1003"
2012-04-08,41007,"15","VF033","F","AD","MULTI","","FPREG","N","03/04/2012","","V1202"
2012-05-07,41036,"15","VF033","F","AD","MULTI","","BIRTH","N","03/05/2012","","V1202"
2007-04-28,39200,"1B","1B","","","","","IGI","Y","","11",""
2007-04-30,39202,"15","VM058","M","","","START","BORN","N","28/04/2007","","V0701"
2010-01-23,40201,"1B","B1001","","","","","1STMO","Y","","","B1001"
2010-01-23,40201,"1B","BF452","F","","","END","DIED","Y","","CAR",""
2009-11-16,40133,"2","T0905","","","","","1STFO","N","13/11/2009","","T0905"
2009-10-20,40106,"2","TP266","P","PUP","DEP","START","BORN","N","","","T0905"
2009-10-20,40106,"2","TP267","P","PUP","DEP","START","BORN","N","","","T0905"
2009-10-20,40106,"2","TF268","F","PUP","DEP","START","BORN","N","16/10/2009","","T0905"
2009-10-20,40106,"2","T0905","","","","","BORN","N","16/10/2009","","T0905"
2009-11-05,40122,"1B","BM440","M","SUB","","END","ADIED","N","04/11/2009","UNK","B0902A"
2009-11-09,40126,"1B","BF215","F","AD","MULTI","","BIRTH","Y","","","B0905"
2009-11-09,40126,"1B","BF338","F","AD","MULTI","","BIRTH","Y","","","B0905"
2009-11-09,40126,"1B","BF348","F","AD","MULTI","","BIRTH","Y","","","B0905"
2009-11-09,40126,"1B","BF365","F","AD","MULTI","","BIRTH","Y","","","B0905"
2009-11-09,40126,"1B","BF411","F","AD","PRIMP","","BIRTH","Y","","","B0905"
2009-11-13,40130,"1B","BF361","F","AD","MULTI","","BIRTH","Y","","","B0905"
2009-05-15,39948,"14A","YF075","F","PUP","DEP","START","BORN","Y","","","Y0902"
2006-11-16,39037,"1B","BM316","M","PUP","DEP","","EMERGE","Y","","","B0606"
2006-11-16,39037,"1B","BF317","F","PUP","DEP","","EMERGE","Y","","","B0606"
2006-11-16,39037,"1B","BF318","F","PUP","DEP","","EMERGE","Y","","","B0606"
2006-11-20,39041,"11","Q2","F","AD","MULTI","","ABORT","N","18/11/2006","","D0605"
2006-11-21,39042,"15","15","","","","","IGI","Y","","1B",""
2007-06-09,39242,"11","DM108","M","PUP","","","EMERGE","Y","","","D0701"
2007-06-09,39242,"11","DM109","M","PUP","","","EMERGE","Y","","","D0701"
2007-06-09,39242,"11","DF110","F","PUP","","","EMERGE","Y","","","D0701"
2007-06-09,39242,"11","DF111","F","PUP","","","EMERGE","Y","","","D0701"
2007-06-09,39242,"11","DM112","M","PUP","","","EMERGE","Y","","","D0701"
2008-05-08,39576,"11","DM124","M","PUP","DEP","START","BORN","Y","","","D0801"
2008-05-08,39576,"11","DF125","F","PUP","DEP","START","BORN","Y","","","D0801"
2008-05-08,39576,"11","DM126","M","PUP","DEP","START","BORN","Y","","","D0801"
2008-05-09,39577,"15","VP081","P","PUP","DEP","END","ADIED","Y","","","V0801"
2008-05-11,39579,"1B","BM392","M","PUP","DEP","END","ADIED","Y","","PRED","B0802"
2008-05-12,39580,"1B","BF365","F","SUB","NONB","","ENDEV","Y","","",""
2008-05-12,39580,"1B","BF361","F","SUB","NONB","","ENDEV","Y","","",""
2006-01-10,38727,"1H","HP109","P","","","END","ADIED","Y","","UNK","H0505"
2015-12-12,42350,"1B","BF589","F","AD","MULTI","","BIRTH","Y","","","B1505"
2016-04-07,42467,"1H","HF294","F","AD","MULTI","","FPREG","Y","","","H1602"
2015-12-15,42353,"25","SM013","M","AD","","RESTART","IMM","Y","","NGRP","S0804"
2015-04-02,42096,"1B","1B","","","","","IGI","Y","","2",""
2009-02-11,39855,"11","DP149","P","PUP","DEP","START","BORN","Y","","","D0902"
2009-02-11,39855,"11","DM077","M","AD","","","ENDEV","Y","","","D0602"
2009-02-11,39855,"11","DM078","M","AD","","","ENDEV","Y","","","D0602"
2009-02-11,39855,"11","DM084","M","AD","","","ENDEV","Y","","","D0603"
2009-02-11,39855,"11","DM090","M","AD","","","ENDEV","Y","","","D0605"
2009-02-11,39855,"11","DM104","M","AD","","","ENDEV","Y","","","D0701"
2009-02-11,39855,"11","DM109","M","AD","","","ENDEV","Y","","","D0701"
2010-06-16,40345,"15","VF118","F","PUP","DEP","START","BORN","N","04/06/2010","","V1003"
2010-06-16,40345,"15","VM119","M","PUP","DEP","START","BORN","N","04/06/2010","","V1003"
2010-06-16,40345,"15","VM120","M","PUP","DEP","START","BORN","N","04/06/2010","","V1003"
2010-05-28,40326,"15","15","","","","","IGI","Y","","UNK GRP",""
2010-06-16,40345,"15","VM087","M","AD","","END","ADIED","N","04/06/2010","UNK",""
2004-11-01,38292,"4B","FF017","F","AD","MULTI","","BIRTH","Y","","","F0403"
2004-11-01,38292,"1N","BF129","F","AD","MULTI","","BIRTH","Y","","","N0401"
2004-11-01,38292,"1N","N0401c","","","","","BORN","Y","","","N0401"
2004-11-01,38292,"1N","N0401c","","","","","LOST","Y","","","N0401"
2004-11-01,38292,"1N","TM100","M","AD","","","DEPART","Y","","2",""
2004-11-01,38292,"1N","TM109","M","AD","","","DEPART","Y","","2",""
2004-11-01,38292,"2","TM100","M","AD","","","RETURN","Y","","1N",""
2004-11-01,38292,"2","TM109","M","AD","","","RETURN","Y","","1N",""
2004-11-01,38292,"4B","FF091","F","PUP","","START","BORN","Y","","","F0403"
2004-11-01,38292,"4B","FF092","F","PUP","","START","BORN","Y","","","F0403"
2004-11-01,38292,"4B","FF093","F","PUP","","START","BORN","Y","","","F0403"
2004-11-01,38292,"4B","FM094","M","PUP","","START","BORN","Y","","","F0403"
2004-11-01,38292,"4B","FP095","P","PUP","","START","BORN","Y","","","F0403"
2004-11-01,38292,"4B","FP096","P","PUP","","START","BORN","Y","","","F0403"
2002-07-22,37459,"1B","8X","F","AD","MULTI","","BIRTH","N","20/07/2002","","B0203"
2002-07-22,37459,"1B","9C","F","AD","MULTI","","BIRTH","N","20/07/2002","","B0203"
2002-07-22,37459,"1B","BM125","M","","","START","BORN","N","20/07/2002","","B0203"
2002-07-22,37459,"1B","9E","F","AD","MULTI","","BIRTH","N","20/07/2002","","B0203"
2002-07-22,37459,"1B","BF025","F","AD","MULTI?","","BIRTH","N","20/07/2002","","B0203"
2002-07-22,37459,"1B","BF050","F","AD","UNK","","BIRTH","N","20/07/2002","","B0203"
2010-06-29,40358,"1H","HF164","F","AD","MULTI","","BIRTH","Y","","","H1003"
2008-10-27,39748,"7A","GF001","F","AD","MULTI","","BIRTH","N","25/10/2008","","G0804"
2008-10-27,39748,"7A","GF022","F","AD","MULTI","","BIRTH","N","25/10/2008","","G0804"
2009-08-21,40046,"1B","BF338","F","AD","MULTI","","ABORT","Y","","","B0904"
2009-08-21,40046,"1B","BP457","P","PUP","DEP","START","BORN","Y","","","B0904"
2009-08-21,40046,"1B","BP457","P","","","END","DIED","Y","","","B0904"
2009-08-24,40049,"1B","BF338","F","AD","","","STEV","N","22/08/2009","",""
2009-08-24,40049,"1B","BF348","F","AD","","","STEV","N","22/08/2009","",""
2009-08-24,40049,"1B","BF363","F","AD","","","STEV","N","22/08/2009","",""
2009-08-24,40049,"1B","BF365","F","AD","","","STEV","N","22/08/2009","",""
2009-08-24,40049,"1B","BF418","F","SUB","","","STEV","N","22/08/2009","",""
2009-06-03,39967,"11","DF102","F","AD","","STOP","EM","Y","","EVICTED","D0701"
2009-06-03,39967,"11","DM104","M","AD","","STOP","EM","Y","","EVICTED",""
2006-03-19,38795,"1B","1B","","","PREG","","IGI","Y","","15",""
2006-03-20,38796,"7A","GP030","P","","","","1STFO","Y","","","G0601"
2006-03-20,38796,"7A","GP031","P","","","","1STFO","Y","","","G0601"
2005-07-02,38535,"2","BM212","M","","","","DEPART","Y","","1B",""
2006-01-18,38735,"4B","FM125","M","PUP","","","EMERGE","Y","","","F0504"
2003-08-07,37840,"1K","KF014","F","","","END","ADIED","Y","","","K0302"
2006-04-24,38831,"1B","1B","","","PREG","","IGI","Y","","1N",""
2006-04-24,38831,"1N","1N","","","PREG","","IGI","Y","","1B",""
2006-04-26,38833,"1N","BF186","F","AD","","","LEAVE","Y","","UNK",""
2006-04-26,38833,"1N","BF186","F","AD","","","RETURN","Y","","UNK",""
2005-04-24,38466,"1N","","","","","","IGI","Y","","1B",""
2005-01-03,38355,"1K","AV","F","AD","MULTI","","BIRTH","N","01/01/2005","","K0501"
2005-01-03,38355,"1K","K0501","","","","","BORN","N","01/01/2005","","K0501"
2005-01-03,38355,"1K","KF011","F","AD","MULTI","","BIRTH","N","01/01/2005","","K0501"
2005-01-04,38356,"13","E0402","","","","","EMERGE","Y","","","E0402"
2005-01-04,38356,"13","EP009","P","PUP","","","EMERGE","Y","","","E0402"
2005-01-04,38356,"13","EP008","P","PUP","","","EMERGE","Y","","","E0402"
2005-01-04,38356,"13","EM007","M","PUP","","","EMERGE","Y","","","E0402"
2005-01-04,38356,"13","EP010","P","PUP","","","EMERGE","Y","","","E0402"
2005-01-08,38360,"1K","K0501","","","","","LOST","Y","","","K0501"
2005-01-09,38361,"1B","BF214","F","SUB","PRIMIP","","BIRTH","Y","","","B0501"
2005-01-09,38361,"1B","9B","F","AD","MULTI","","BIRTH","Y","","","B0501"
2005-01-09,38361,"1B","B0501","","","","","BORN","Y","","","B0501"
2005-01-26,38378,"1B","BM255","M","PUP","","END","ADIED","N","15/01/2005","","B0501"
2005-01-26,38378,"1B","BF256","F","PUP","","","EMERGE","Y","","","B0501"
2005-01-26,38378,"1B","BF257","F","PUP","","","EMERGE","Y","","","B0501"
2005-02-04,38387,"1N","TM125","M","AD","","","APPROACH","Y","","2",""
2007-09-05,39330,"7A","GF042","F","PUP","","END","ADIED","N","30/08/2007","","G0703"
2007-09-05,39330,"7A","GF009","F","AD","","END","ADIED","N","30/08/2007","",""
2007-09-05,39330,"7A","GF037","F","AD","","END","ADIED","N","30/08/2007","",""
2007-09-06,39331,"1H","HF118","F","AD","","","ABORT","Y","","","H0703"
2007-09-07,39332,"17","17","","","","","IGI","Y","","4B",""
2007-09-07,39332,"4B","4B","","","","","IGI","Y","","17",""
2007-09-08,39333,"1B","B0705","","PUP","","","1STMO","Y","","","B0705"
2007-09-08,39333,"1B","BP350","P","PUP","","","1STMO","Y","","","B0705"
2007-09-08,39333,"1B","BF351","F","PUP","","","1STMO","Y","","","B0705"
2008-11-15,39767,"2","TM237","M","PUP","DEP","","1STFO","Y","","","T0804"
2009-05-30,39963,"11","DM023","M","AD","","","ENDEV","N","","",""
2003-03-30,37710,"1B","BF135","F","SUB","","","STEV","Y","","",""
2003-03-30,37710,"1B","BF137","F","SUB","","","STEV","Y","","",""
2003-03-30,37710,"1B","BF121","F","SUB","","","STEV","Y","","",""
2003-04-02,37713,"1B","BF025","F","AD","EVICTEE","","ABORT","N","","","B0302"
2003-04-08,37719,"1B","BM143","M","PUP","","END","ADIED","N","06/04/2003","PRED","B0301"
2003-04-11,37722,"1B","BM151","M","PUP","DEP","END","ADIED","Y","","","B0301"
2003-04-20,37731,"1B","BF025","F","AD","ABORTEE?","","ENDEV","N","","",""
2003-04-25,37736,"1K","AU","F","AD","MULTI","","BIRTH","Y","","","K0301"
2003-07-23,37825,"1C","TF007","F","","","","BIRTH","Y","","","C0302"
2003-07-23,37825,"1C","CF046","F","","","","BIRTH","Y","","","C0302"
